pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
528317.399717,0,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,5,5.408339284054707,6.904275217447055,128.90983290117327,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,122.01175007871257,129.2065486276665,115.42951895227047,115.42951895227047,90.0
528317.407488,0,1,0.0,0.7860638300585081,0.8857899010177858,23.572088230494007,3d c++,150.92425537123356,21.92833900458514,19.391532888829367,23.572088230494007,29.466985702516176,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.716727619557016,-6.346559942639626,53.17652735333445,0.4124268376605494,0.36860703259302313,-0.8330864055428374,1.0,1.948306418883851,-1.1111094069905654,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
528317.427787,1,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,5,5.408339284054707,6.904275217447055,128.90983290117327,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,122.01175007871257,129.2065486276665,115.42951895227047,115.42951895227047,90.0
528317.439416,2,1,0.0,0.7877953847692923,0.8883798519392746,23.26106452750952,3d c++,151.25671387570412,21.431068427659284,20.07056617552081,23.26106452750952,37.82300567694905,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.808611262753033,-6.476112669442276,53.90380145362827,0.30864926158676415,0.4040028361388266,-0.861114012029609,1.0,1.9866848094733438,-1.2266311425252499,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
528317.471444,2,1,0.0,0.7878659566234125,0.8884299099460731,24.303939808991412,3d c++,151.2702636716952,21.42145729035397,19.45849036341512,24.303939808991412,45.69816207885711,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.589719242279971,-6.2084763157055125,51.577032133492686,-0.47885425958541467,-0.3268734276826061,-0.8147713546461538,1.0,1.2378029562643889,-2.10213459652088,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
528317.503435,3,1,0.0,0.7845002015493155,0.8852861920935431,23.68812179072017,3d c++,150.6240386974686,22.025051118039727,19.613965984041272,23.68812179072017,38.67845535286758,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.667528415964224,-6.306689827686185,52.921434470120374,0.3534846671309399,0.4414920302937713,-0.8247019930195467,1.0,2.0280571856163534,-1.1658625859626905,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
528317.527126,4,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,5,5.408339284054707,6.904275217447055,128.90983290117327,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,122.01175007871257,129.2065486276665,115.42951895227047,115.42951895227047,90.0
528317.5356139999,4,1,0.0,0.7891692320478102,0.8858961264309632,24.679714214452297,3d c++,151.52049255317957,21.90794372525508,19.468645104967095,24.679714214452297,35.28563308714335,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.555359893434964,-6.063462222965899,50.803851258850486,0.4220693585635436,0.4421288348012597,-0.7914414381361639,1.0,2.028767026820285,-1.0808712094179413,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
528317.5561459999,5,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,5,5.408339284054707,6.904275217447055,128.90983290117327,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,122.01175007871257,129.2065486276665,115.42951895227047,115.42951895227047,90.0
528317.5674899999,5,1,0.0,0.78715658187733,0.8843768934429671,25.080020908133225,3d c++,151.13406372044736,22.19963645895031,19.38005829136082,25.080020908133225,43.05752182004044,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.449802266029744,-5.940532431284705,49.98164660950374,0.3859652903067604,0.5198845012624401,-0.7620701411454999,1.0,2.117512064956857,-1.1019865152325032,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
528317.587505,6,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,5,5.408339284054707,6.904275217447055,128.90983290117327,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,122.01175007871257,129.2065486276665,115.42951895227047,115.42951895227047,90.0
528317.5954529999,6,1,0.0,0.7882846196451663,0.8869417011757221,25.114339824583027,3d c++,151.35064697187192,21.70719337426135,19.095834729106972,25.114339824583027,34.073493957503636,2.0,1.0,9,2.8006961408949884,-6.969154460875729,138.2066747640415,12.0,4.463417069038439,-5.974513205656956,49.9251099222395,0.46232669607547916,0.4485715670050992,-0.7648774904326323,1.0,2.035962771393444,-1.0271145448608685,108.56402131314917,64.73612817094451,107.66484343396897,107.66484343396897,90.0
