id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
17,530376.479102,138.8924999628216,205,209,0.5095086751700151,0.5262016204218314,0.3606365244688465,0.9693155144835609,3d gaze,-73.59746900424362,152.02927700421486,-2034.3304339159165,530376.479102 530376.4950635 530376.507886 530376.5398909999 530376.5558895 530376.571888 530376.588157 530376.60416 530376.6179945
18,530376.7340139999,97.01100003439933,213,216,0.4997964478661992,0.5427560281285273,0.39357410607518345,0.965529693767254,3d gaze,-1.7170250177785107,-270.4058705105334,2217.948397490333,530376.7340139999 530376.765905 530376.798026 530376.831025
19,530376.885917,94.06799997668713,218,221,0.5126133174172935,0.5276981589588186,0.28795125556754525,0.8947108248158292,3d gaze,-104.08908001906562,171.42872703013444,-2173.576927862995,530376.885917 530376.9319114999 530376.9479314999 530376.9639085 530376.979985
20,530377.074053,171.89050000160933,224,229,0.6201806485745248,0.5502989046660159,1.320973854659115,0.9101585476993131,3d gaze,823.0536172020851,-259.0291599288029,1797.8837743403412,530377.074053 530377.0900485 530377.1039440001 530377.1199595 530377.135948 530377.1679819999 530377.1840359999 530377.1999484999 530377.22988 530377.2459435
21,530377.323982,93.98400003556162,231,234,0.6212143433906248,0.5523997109086503,0.2287003963234214,0.8439088336567447,3d gaze,944.6076886278986,-306.19513947073494,2049.0503998523955,530377.323982 530377.3401935 530377.3560445 530377.3719825 530377.3879725 530377.4019599999 530377.417966
22,530377.5739424999,204.08800011500716,239,245,0.6211772114264272,0.5530979088874529,0.41983366104497694,0.8357626940504369,3d gaze,937.5732302395257,-308.19524391457065,2033.0902427674887,530377.5739424999 530377.590296 530377.605969 530377.6219695 530377.6379735 530377.670053 530377.6840635 530377.6999775 530377.7160235001 530377.7320715 530377.7479695 530377.7639875 530377.7780305
23,530377.857981,94.30150000844151,247,250,0.6213099831277048,0.5540107396430808,0.5978883361021681,0.803020867270906,3d gaze,1047.0990181507225,-349.94825281356344,2265.496034897012,530377.857981 530377.8720155 530377.88804 530377.904361 530377.9203315 530377.9360485 530377.9522825
24,530377.958402,91.49399993475527,250,253,0.6191465964620129,0.5824352804080346,0.42413785434172147,0.9822915081562693,3d gaze,1298.5346286711629,-673.8246578851789,2866.6116235086774,530377.958402 530377.989864 530378.021936 530378.049896
25,530378.137898,110.11849995702505,255,258,0.6202766366619912,0.5557532557470735,0.4103519716601786,0.6580113417200921,3d gaze,1480.769112041509,-513.9496146067376,3230.6920280964696,530378.137898 530378.15387 530378.1698955 530378.2019100001 530378.219944 530378.231964 530378.2480164999
26,530378.4579019999,96.11200005747378,265,268,0.5128960924958565,0.5562293037709998,0.40079032972353035,0.939146268590134,3d gaze,233.8571654084997,-764.7515728053929,4769.698752162161,530378.4579019999 530378.489893 530378.521875 530378.554014
27,530379.1822875,209.62550002150238,287,292,0.6751799987740204,0.583684024326132,1.137232655089401,0.77461534020268,3d gaze,492.56294137917547,-176.19383402528925,740.2366524659623,530379.1822875 530379.1982275001 530379.2122269999 530379.2443550001 530379.252023 530379.268099 530379.2840165 530379.3158925 530379.329883 530379.3459595 530379.375961 530379.391913
28,530379.4079849999,172.01249999925494,293,299,0.6683559158326532,0.5838329980265672,1.4723878538980566,0.7609844577750601,3d gaze,468.8865869419117,-175.07037215464322,732.8272347439768,530379.4079849999 530379.4239759999 530379.4405115 530379.4725075001 530379.487978 530379.5024240001 530379.518497 530379.5339545 530379.5499925 530379.566054 530379.5799974999
29,530379.705974,204.1964998934418,302,309,0.6639729299543936,0.5815457243454916,0.4068482462986818,0.729565019658669,3d gaze,460.0557398395522,-171.5981440725044,737.8949908803098,530379.705974 530379.7220330001 530379.761613 530379.7776845 530379.793604 530379.7999539999 530379.8160164999 530379.8320015 530379.8619975 530379.8780459999 530379.8939779999 530379.9101704999
30,530379.932395,211.59299998544157,309,315,0.6652744983114757,0.5805288415523607,0.4385893693455651,0.7961876874116656,3d gaze,482.6998352352058,-176.3788109928791,768.1843631512935,530379.932395 530379.9482244999 530379.95601 530379.971928 530379.9880215 530380.004153 530380.0200285 530380.035903 530380.051982 530380.0659995 530380.0820309999 530380.098085 530380.113973 530380.1299025 530380.143988
31,530380.1600569999,125.86550018750131,316,320,0.6635014564031986,0.5795656233949953,0.32510228942591707,0.8040735033915772,3d gaze,476.834566870943,-174.0257612977299,767.0600040505942,530380.1600569999 530380.1759714999 530380.1919575 530380.20803 530380.2239565 530380.2398955 530380.2539705001 530380.269995 530380.2859225001
32,530380.3481695,219.75849987939,321,328,0.613769251763337,0.567188960613315,0.6617264508625564,0.8813083524103695,3d gaze,372.04547197148446,-164.73366999982602,860.0295588118713,530380.3481695 530380.3641645 530380.3800045 530380.3959679999 530380.4119579999 530380.4279080001 530380.4427385 530380.4587920001 530380.4740355001 530380.490099 530380.5060149999 530380.5199765 530380.5362875 530380.5522225 530380.5679279999
33,530380.583947,140.08699997793883,328,333,0.6155907455234059,0.56806729138477,0.3823356326439652,0.9125463784398957,3d gaze,374.4223833683841,-165.33349655402102,851.9138085978761,530380.583947 530380.6139684999 530380.6299545 530380.645952 530380.6619605001 530380.6779695 530380.6941104999 530380.7081469999 530380.724034
34,530380.833998,196.03300001472235,336,342,0.49564787771052454,0.5424317112110612,1.4310180485019894,0.8763684818643258,3d gaze,-9.164708014536318,-66.79311501963532,550.7721891833958,530380.833998 530380.850003 530380.866052 530380.874062 530380.905995 530380.933949 530380.965942 530380.9979 530381.030031
35,530381.1479094999,203.97499995306134,345,352,0.6393812352459795,0.5721097227441891,1.0464329785930067,0.8652288730259879,3d gaze,426.7736674438537,-165.64447074498048,804.9245145215317,530381.1479094999 530381.164828 530381.1811435 530381.196874 530381.2126335 530381.225995 530381.2419159999 530381.2579995 530381.2719785001 530381.2878914999 530381.3038885 530381.319915 530381.3359129999 530381.3518844999
36,530381.3684395,219.54900003038347,352,359,0.6427217753290183,0.5754814591854226,0.6615908777617687,0.7708350016485561,3d gaze,423.3052782752141,-167.86722572426788,779.9951141554981,530381.3684395 530381.3845075 530381.3999765 530381.413952 530381.4300239999 530381.445978 530381.462093 530381.4781145 530381.4919125 530381.507919 530381.5241335 530381.5401125 530381.555986 530381.5720035001 530381.5879885
37,530381.6499085,218.4574999846518,361,367,0.6698534471827092,0.5823431727154829,0.7762244508326296,0.7695639748775561,3d gaze,460.90868617761646,-167.60614083846943,713.6117101580027,530381.6499085 530381.6661145 530381.6802115 530381.6961155001 530381.7119775 530381.7279565 530381.744297 530381.760215 530381.7803455 530381.794369 530381.8059455 530381.821924 530381.837907 530381.8540355 530381.868366
