time;t_idx;a_e_0_Color;a_t_0_Color;a_e_1_Move;a_t_1_Move;a_e_2_Opacity;a_t_2_Opacity;a_e_3_Rotation;a_t_3_Rotation;a_e_4_Shape;a_t_4_Shape;a_e_5_Size;a_t_5_Size;a_e_6_Outline;a_t_6_Outline;
2020-02-20 01:43:59.141;0;0;0.00000;0;0.00000;0;0.00000;1;0.12556;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.162;0;0;0.00000;0;0.00000;0;0.00000;1;0.14744;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.176;0;0;0.00000;0;0.00000;0;0.00000;1;0.15661;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.187;0;0;0.00000;0;0.00000;0;0.00000;1;0.17254;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.207;0;0;0.00000;0;0.00000;0;0.00000;1;0.19171;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.217;0;0;0.00000;0;0.00000;0;0.00000;1;0.20275;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.228;0;0;0.00000;0;0.00000;0;0.00000;1;0.21381;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.237;0;0;0.00000;0;0.00000;0;0.00000;1;0.22314;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.256;0;0;0.00000;0;0.00000;0;0.00000;1;0.23411;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.267;0;0;0.00000;0;0.00000;0;0.00000;1;0.25107;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.283;0;0;0.00000;0;0.00000;0;0.00000;1;0.26817;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.294;0;0;0.00000;0;0.00000;0;0.00000;1;0.27860;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.305;0;0;0.00000;0;0.00000;0;0.00000;1;0.29038;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.316;0;0;0.00000;0;0.00000;0;0.00000;1;0.30091;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.328;0;0;0.00000;0;0.00000;0;0.00000;1;0.31251;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.338;0;0;0.00000;0;0.00000;0;0.00000;1;0.32377;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.355;0;0;0.00000;0;0.00000;0;0.00000;1;0.33506;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.364;0;0;0.00000;0;0.00000;0;0.00000;1;0.35038;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.382;0;0;0.00000;0;0.00000;0;0.00000;1;0.36710;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.392;0;0;0.00000;0;0.00000;0;0.00000;1;0.37763;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.404;0;0;0.00000;0;0.00000;0;0.00000;1;0.38956;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.415;0;0;0.00000;0;0.00000;0;0.00000;1;0.40065;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.426;0;0;0.00000;0;0.00000;0;0.00000;1;0.41188;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.437;0;0;0.00000;0;0.00000;0;0.00000;1;0.42223;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.453;0;0;0.00000;0;0.00000;0;0.00000;1;0.43351;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.463;0;0;0.00000;0;0.00000;0;0.00000;1;0.44902;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.481;0;0;0.00000;0;0.00000;0;0.00000;1;0.46643;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.494;0;0;0.00000;0;0.00000;0;0.00000;1;0.47835;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.505;0;0;0.00000;0;0.00000;0;0.00000;1;0.49036;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.515;0;0;0.00000;0;0.00000;0;0.00000;1;0.50073;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.527;0;0;0.00000;0;0.00000;0;0.00000;1;0.51219;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.537;0;0;0.00000;0;0.00000;0;0.00000;1;0.52325;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.556;0;0;0.00000;0;0.00000;0;0.00000;1;0.53377;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.567;0;0;0.00000;0;0.00000;0;0.00000;1;0.55259;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.582;0;0;0.00000;0;0.00000;0;0.00000;1;0.56741;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.593;0;0;0.00000;0;0.00000;0;0.00000;1;0.57829;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.605;0;0;0.00000;0;0.00000;0;0.00000;1;0.59012;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.614;0;0;0.00000;0;0.00000;0;0.00000;1;0.59966;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.627;0;0;0.00000;0;0.00000;0;0.00000;1;0.61261;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.637;0;0;0.00000;0;0.00000;0;0.00000;1;0.62258;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.654;0;0;0.00000;0;0.00000;0;0.00000;1;0.63422;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.665;0;0;0.00000;0;0.00000;0;0.00000;1;0.64985;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.682;0;0;0.00000;0;0.00000;0;0.00000;1;0.66786;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.693;0;0;0.00000;0;0.00000;0;0.00000;1;0.67884;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.705;0;0;0.00000;0;0.00000;0;0.00000;1;0.69012;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.716;0;0;0.00000;0;0.00000;0;0.00000;1;0.70068;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.727;0;0;0.00000;0;0.00000;0;0.00000;1;0.71238;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.736;0;0;0.00000;0;0.00000;0;0.00000;1;0.72212;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.753;0;0;0.00000;0;0.00000;0;0.00000;1;0.73337;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.764;0;0;0.00000;0;0.00000;0;0.00000;1;0.74939;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.783;0;0;0.00000;0;0.00000;0;0.00000;1;0.76763;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.793;0;0;0.00000;0;0.00000;0;0.00000;1;0.77832;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.805;0;0;0.00000;0;0.00000;0;0.00000;1;0.79054;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.815;0;0;0.00000;0;0.00000;0;0.00000;1;0.80025;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.826;0;0;0.00000;0;0.00000;0;0.00000;1;0.81217;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.837;0;0;0.00000;0;0.00000;0;0.00000;1;0.82211;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.853;0;0;0.00000;0;0.00000;0;0.00000;1;0.83350;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.863;0;0;0.00000;0;0.00000;0;0.00000;1;0.84908;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.882;0;0;0.00000;0;0.00000;0;0.00000;1;0.86820;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.894;0;0;0.00000;0;0.00000;0;0.00000;1;0.87898;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.907;0;0;0.00000;0;0.00000;0;0.00000;1;0.89174;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.917;0;0;0.00000;0;0.00000;0;0.00000;1;0.90306;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.928;0;0;0.00000;0;0.00000;0;0.00000;1;0.91375;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.939;0;0;0.00000;0;0.00000;0;0.00000;1;0.92428;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.956;0;0;0.00000;0;0.00000;0;0.00000;1;0.93494;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.967;0;0;0.00000;0;0.00000;0;0.00000;1;0.95265;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.982;0;0;0.00000;0;0.00000;0;0.00000;1;0.96819;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:43:59.993;0;0;0.00000;0;0.00000;0;0.00000;1;0.97890;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.008;0;0;0.00000;0;0.00000;0;0.00000;1;0.99271;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.028;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.040;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.067;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.077;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.093;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.105;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.117;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.127;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.137;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.155;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.167;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.183;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.195;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.207;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.230;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.242;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.267;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.280;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.294;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.307;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.327;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.340;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.356;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.371;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.383;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.394;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.405;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
2020-02-20 01:44:00.416;0;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;0;0.00000;
