time;cam_p_x;cam_p_y;cam_p_z;cam_r_x;cam_r_y;cam_r_z;cam_r_w;cont_L_p_x;cont_L_p_y;cont_L_p_z;cont_L_r_x;cont_L_r_y;cont_L_r_z;cont_L_r_w;cont_R_p_x;cont_R_p_y;cont_R_p_z;cont_R_r_x;cont_R_r_y;cont_R_r_z;cont_R_r_w;
2020-02-20 01:43:59.453;-1.86667;0.14369;0.41174;-0.18891;0.71109;0.18302;0.65205;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.463;-1.86692;0.14397;0.41170;-0.18906;0.71095;0.18323;0.65209;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.481;-1.86700;0.14403;0.41161;-0.18934;0.71115;0.18390;0.65161;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.494;-1.86724;0.14422;0.41135;-0.18917;0.71105;0.18405;0.65173;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.505;-1.86725;0.14403;0.41141;-0.18911;0.71134;0.18403;0.65143;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.515;-1.86742;0.14410;0.41112;-0.18906;0.71140;0.18380;0.65145;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.527;-1.86747;0.14396;0.41100;-0.18894;0.71178;0.18355;0.65114;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.537;-1.86748;0.14383;0.41071;-0.18821;0.71215;0.18289;0.65113;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.556;-1.86757;0.14362;0.41045;-0.18730;0.71282;0.18203;0.65090;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.567;-1.86761;0.14338;0.41005;-0.18608;0.71345;0.18063;0.65095;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.582;-1.86752;0.14240;0.40965;-0.18352;0.71648;0.17597;0.64963;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.593;-1.86745;0.14192;0.40916;-0.18266;0.71799;0.17255;0.64911;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.605;-1.86747;0.14146;0.40876;-0.18238;0.71970;0.16862;0.64834;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.614;-1.86745;0.14092;0.40854;-0.18181;0.72118;0.16443;0.64792;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.627;-1.86736;0.14039;0.40837;-0.18162;0.72254;0.16043;0.64746;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.637;-1.86719;0.13994;0.40813;-0.18190;0.72361;0.15724;0.64698;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.654;-1.86708;0.13949;0.40792;-0.18180;0.72455;0.15439;0.64663;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.665;-1.86697;0.13898;0.40776;-0.18142;0.72583;0.15220;0.64583;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.682;-1.86622;0.13841;0.40714;-0.17777;0.72840;0.14991;0.64448;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.693;-1.86633;0.13846;0.40667;-0.17487;0.72982;0.14909;0.64386;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.705;-1.86652;0.13831;0.40620;-0.17228;0.73147;0.14793;0.64296;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.716;-1.86636;0.13812;0.40570;-0.16999;0.73263;0.14655;0.64255;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.727;-1.86643;0.13759;0.40533;-0.16732;0.73416;0.14373;0.64215;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.736;-1.86652;0.13722;0.40485;-0.16474;0.73577;0.13944;0.64192;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.753;-1.86653;0.13675;0.40457;-0.16395;0.73722;0.13540;0.64132;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.764;-1.86652;0.13622;0.40432;-0.16297;0.73800;0.13110;0.64157;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.783;-1.86652;0.13500;0.40390;-0.16207;0.74003;0.12130;0.64138;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.793;-1.86640;0.13437;0.40351;-0.16083;0.74108;0.11623;0.64143;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.805;-1.86636;0.13369;0.40308;-0.15901;0.74260;0.11184;0.64090;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.815;-1.86581;0.13313;0.40261;-0.15605;0.74423;0.10780;0.64043;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.826;-1.86594;0.13260;0.40181;-0.15260;0.74641;0.10383;0.63938;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.837;-1.86612;0.13227;0.40110;-0.14787;0.74869;0.09963;0.63849;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.853;-1.86612;0.13130;0.40068;-0.14459;0.75109;0.09539;0.63707;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.863;-1.86617;0.13072;0.40004;-0.14166;0.75329;0.09127;0.63573;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.882;-1.86605;0.12943;0.39926;-0.13708;0.75750;0.08385;0.63275;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.894;-1.86595;0.12904;0.39887;-0.13567;0.75879;0.08135;0.63183;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.907;-1.86595;0.12859;0.39835;-0.13436;0.75992;0.07941;0.63101;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.917;-1.86601;0.12822;0.39762;-0.13396;0.76069;0.07854;0.63026;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.928;-1.86587;0.12780;0.39718;-0.13280;0.76154;0.07826;0.62952;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.939;-1.86564;0.12761;0.39650;-0.13162;0.76216;0.07796;0.62906;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.956;-1.86562;0.12755;0.39595;-0.13090;0.76314;0.07761;0.62806;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.967;-1.86573;0.12767;0.39534;-0.12965;0.76408;0.07758;0.62717;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.982;-1.86537;0.12737;0.39456;-0.12787;0.76595;0.07665;0.62537;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:43:59.993;-1.86533;0.12748;0.39415;-0.12702;0.76690;0.07566;0.62450;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.008;-1.86505;0.12706;0.39399;-0.12664;0.76846;0.07507;0.62274;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.028;-1.86446;0.12656;0.39336;-0.12597;0.77163;0.07303;0.61918;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.040;-1.86450;0.12641;0.39295;-0.12580;0.77255;0.07125;0.61828;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.067;-1.86403;0.12639;0.39184;-0.12599;0.77396;0.07075;0.61652;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.077;-1.86378;0.12609;0.39143;-0.12615;0.77510;0.07055;0.61508;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.093;-1.86353;0.12584;0.39036;-0.12504;0.77802;0.06910;0.61179;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.105;-1.86358;0.12562;0.38982;-0.12464;0.77969;0.06799;0.60986;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.117;-1.86362;0.12586;0.38936;-0.12420;0.78122;0.06732;0.60806;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.127;-1.86348;0.12564;0.38909;-0.12384;0.78272;0.06693;0.60625;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.137;-1.86336;0.12559;0.38868;-0.12307;0.78400;0.06643;0.60481;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.155;-1.86312;0.12562;0.38849;-0.12178;0.78540;0.06574;0.60332;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.167;-1.86319;0.12569;0.38804;-0.12056;0.78647;0.06533;0.60221;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.183;-1.86300;0.12605;0.38712;-0.11999;0.78841;0.06783;0.59951;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.195;-1.86288;0.12623;0.38655;-0.11952;0.78934;0.06984;0.59814;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.207;-1.86290;0.12622;0.38605;-0.11843;0.79035;0.07054;0.59695;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.230;-1.86268;0.12606;0.38516;-0.11692;0.79223;0.06976;0.59484;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.242;-1.86261;0.12603;0.38468;-0.11675;0.79279;0.06922;0.59419;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.267;-1.86221;0.12611;0.38415;-0.11640;0.79445;0.06787;0.59219;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.280;-1.86202;0.12633;0.38376;-0.11668;0.79512;0.06735;0.59130;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.294;-1.86174;0.12659;0.38325;-0.11700;0.79658;0.06693;0.58931;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.307;-1.86165;0.12680;0.38301;-0.11765;0.79716;0.06705;0.58839;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.327;-1.86155;0.12782;0.38235;-0.11921;0.79846;0.06917;0.58606;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.340;-1.86131;0.12817;0.38217;-0.11926;0.79920;0.07060;0.58487;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.356;-1.86132;0.12848;0.38200;-0.11896;0.80022;0.07117;0.58347;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.371;-1.86144;0.12912;0.38141;-0.11772;0.80344;0.07015;0.57940;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.383;-1.86149;0.12929;0.38105;-0.11708;0.80515;0.07044;0.57712;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.394;-1.86150;0.12974;0.38043;-0.11640;0.80696;0.07083;0.57468;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.405;-1.86150;0.12988;0.37988;-0.11514;0.80893;0.07150;0.57206;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.416;-1.86152;0.13007;0.37921;-0.11383;0.81122;0.07253;0.56896;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.427;-1.86155;0.13019;0.37851;-0.11257;0.81352;0.07365;0.56577;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.438;-1.86155;0.13048;0.37770;-0.11220;0.81571;0.07471;0.56254;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.455;-1.86143;0.13063;0.37697;-0.11125;0.81785;0.07556;0.55949;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.466;-1.86143;0.13063;0.37620;-0.11040;0.82014;0.07620;0.55622;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.482;-1.86139;0.13027;0.37462;-0.10849;0.82476;0.07637;0.54970;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.493;-1.86121;0.12998;0.37381;-0.10713;0.82702;0.07608;0.54660;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.506;-1.86109;0.12974;0.37310;-0.10631;0.82926;0.07540;0.54345;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.517;-1.86110;0.12970;0.37221;-0.10516;0.83117;0.07460;0.54086;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.528;-1.86113;0.12960;0.37134;-0.10417;0.83334;0.07448;0.53772;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.539;-1.86067;0.12958;0.37058;-0.10269;0.83534;0.07514;0.53481;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.555;-1.86036;0.12959;0.36962;-0.10228;0.83702;0.07567;0.53217;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.566;-1.86032;0.12952;0.36851;-0.10093;0.83872;0.07693;0.52957;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
2020-02-20 01:44:00.582;-1.86023;0.12914;0.36572;-0.09602;0.84609;0.08062;0.51809;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;
