id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,527729.0459799999,95.89200001209974,48,51,0.5459338017323279,0.7016849013100294,1.1478882234053511,0.8461151495177764,3d gaze,-33.34008681784719,109.80594644930791,-190.9625530929004,527729.0459799999 527729.061872 527729.0779134999 527729.0939245 527729.109939 527729.125922 527729.141872
1,527729.239938,219.92399997543544,54,61,0.48529710256206643,0.5207162685803702,0.38612389296194854,0.9288411506394304,3d gaze,-16.33783191875128,-17.264748405909668,292.26909833360884,527729.239938 527729.27313 527729.30391 527729.336017 527729.427945 527729.459862
2,527730.3499034999,83.46899994648993,87,90,0.4456397312903997,0.6761076843611689,1.0457258597374028,0.8094594535560375,3d gaze,39.341819803423434,95.56370487983541,-190.33174741258205,527730.3499034999 527730.3639674999 527730.3779325 527730.4171175 527730.4333724999
3,527730.639903,96.29100002348423,96,98,0.5263082706658232,0.5439862108853946,0.49863033081915864,0.9118953158611315,3d gaze,25.844339890788834,-32.407335224204694,258.38106263052197,527730.639903 527730.671992 527730.704212 527730.736194
4,527730.8218645,82.10550004150718,101,104,0.5020577323841681,0.5438553421550247,0.31777184800398073,0.9621692525381866,3d gaze,12.63944971188921,-202.03244130415408,1615.586654931813,527730.8218645 527730.84792 527730.871874 527730.90397
5,527731.0919679999,215.81700001843274,109,116,0.5029978878718804,0.5303682476175157,1.0613913504349952,0.9107847911406688,3d gaze,51.977796731449224,-394.94069714728965,4560.848707399104,527731.0919679999 527731.119844 527731.151803 527731.184117 527731.255078 527731.280212 527731.307785
6,527731.339945,95.90299997944385,117,120,0.4975755666389292,0.5299496632038599,0.6917859855087516,0.9892764441063711,3d gaze,-42.05417927004165,-389.61997921580087,4562.26895771913,527731.339945 527731.412393 527731.435848
7,527731.5863015,93.61899993382394,124,127,0.5279578544742973,0.5448363524366125,0.7447095938506931,0.9663863084280438,3d gaze,-1016.2568724006213,1199.0684546195773,-9433.548959486101,527731.5863015 527731.6019445 527731.617936 527731.6339285 527731.649813 527731.6658739999 527731.6799204999
8,527731.683916,96.0350000532344,127,130,0.5216420702044091,0.5449075379318424,0.9980367096861349,0.8964031130171176,3d gaze,542.2854461829608,-843.947998486057,6590.632652338385,527731.683916 527731.716109 527731.747822 527731.779951
9,527731.811858,92.0599999371916,131,134,0.5188106766696271,0.5512390010551826,0.9538626492445423,0.9456302121168039,3d gaze,469.9599256215264,-960.134018480102,6571.457598084333,527731.811858 527731.843778 527731.871929 527731.9039179999
