pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
527727.443796,0,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,3.711408579347353,4.616996017649963,89.64321614770596,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,121.66924099871494,127.93256170356881,165.9913671044788,165.9913671044788,90.0
527727.455993,1,1,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,2.5294170459637844,-6.8524583625161295,136.41345129910226,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.49621649157605,64.8555333487999,109.0801519813019,109.0801519813019,90.0
527727.475834,1,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,3.711408579347353,4.616996017649963,89.64321614770596,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,121.66924099871494,127.93256170356881,165.9913671044788,165.9913671044788,90.0
527727.484011,2,1,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,2.5294170459637844,-6.8524583625161295,136.41345129910226,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.49621649157605,64.8555333487999,109.0801519813019,109.0801519813019,90.0
527727.504941,2,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,3.711408579347353,4.616996017649963,89.64321614770596,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,121.66924099871494,127.93256170356881,165.9913671044788,165.9913671044788,90.0
527727.516515,3,1,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,2.5294170459637844,-6.8524583625161295,136.41345129910226,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.49621649157605,64.8555333487999,109.0801519813019,109.0801519813019,90.0
527727.535818,3,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,3.711408579347353,4.616996017649963,89.64321614770596,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,121.66924099871494,127.93256170356881,165.9913671044788,165.9913671044788,90.0
527727.547808,4,1,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,2.5294170459637844,-6.8524583625161295,136.41345129910226,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.49621649157605,64.8555333487999,109.0801519813019,109.0801519813019,90.0
527727.568036,4,0,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,3.711408579347353,4.616996017649963,89.64321614770596,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,121.66924099871494,127.93256170356881,165.9913671044788,165.9913671044788,90.0
527727.579845,5,1,0.0,0.5,0.5,0.0,3d c++,96.0,96.0,0.0,0.0,90.0,0.0,1.0,25,2.5294170459637844,-6.8524583625161295,136.41345129910226,12.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.49621649157605,64.8555333487999,109.0801519813019,109.0801519813019,90.0
